,cluster_id,ra,dec,redshift,group,Ngal,type
41260,841237,149.830281,2.574733,0.7231,1886,377,satellite
41261,841253,150.130323,2.572579,0.6581,1984,2,satellite
41262,841445,150.738428,2.574028,0.6388,1866,2,satellite
41263,841469,149.868463,2.572629,1.1702,6786,3,satellite
41267,841717,150.03771,2.575623,0.7631,2815,3,satellite
41274,842100,149.887855,2.575474,0.6717,1886,377,satellite
41279,842227,150.471181,2.575294,1.1501,6277,17,satellite
41282,842330,149.829864,2.573311,0.9636,4676,34,satellite
41285,842605,149.884432,2.574047,0.36,498,6,satellite
41288,842956,149.844077,2.576534,0.9608,4676,34,satellite
41290,843259,149.770474,2.576419,0.7349,1886,377,satellite
41291,843326,150.424272,2.576567,0.5949,1509,4,satellite
41294,843474,150.423374,2.576672,0.3584,521,5,satellite
41295,843565,150.511429,2.577241,0.7957,2969,5,satellite
41297,843587,149.475494,2.575185,0.8421,3561,2,satellite
41298,843637,149.879539,2.576684,0.5155,1200,2,satellite
41300,843683,150.200265,2.578076,1.1454,6728,3,satellite
41302,843984,150.415152,2.576794,0.6,1509,4,satellite
41306,844042,149.444346,2.57706,0.3676,445,117,satellite
41307,844379,149.790342,2.578284,0.9945,5416,2,satellite
41308,844394,150.426631,2.579631,0.5871,1509,4,satellite
41309,844533,150.081865,2.578397,0.6605,1987,89,satellite
41310,844552,149.628948,2.578442,0.3994,643,6,satellite
41311,844555,149.762646,2.579855,0.8779,3992,6,satellite
41312,844558,150.299986,2.578365,0.601,1551,12,satellite
41313,844567,149.793306,2.57866,0.3175,338,3,satellite
41317,844806,149.953614,2.580357,0.8607,3825,7,satellite
41318,844824,150.697309,2.579363,0.983,5147,5,satellite
41319,844825,150.53006,2.578909,0.8171,3207,2,satellite
41320,844829,150.045544,2.578807,0.7471,1886,377,satellite
41322,844990,149.926835,2.580581,0.6695,1886,377,satellite
41323,845056,150.363556,2.580726,1.1732,6729,5,satellite
41324,845226,150.507325,2.578848,0.3125,310,2,satellite
41326,845370,149.838178,2.580461,0.9516,4676,34,satellite
41328,845614,149.507764,2.579427,0.409,672,3,satellite
41329,845626,149.410571,2.580162,0.855,3563,7,satellite
41333,845895,150.258263,2.58096,0.4437,867,3,satellite
41335,845958,150.528501,2.580051,1.1815,6180,36,satellite
41337,846105,149.999495,2.581661,0.6483,1886,377,satellite
41339,846147,150.119389,2.599587,0.3474,357,65,satellite
41342,846211,149.553533,2.591152,0.1,4,2,satellite
41344,846331,150.483547,2.580746,0.9169,4220,5,satellite
41345,846366,150.119987,2.582212,0.7076,2355,14,satellite
41346,846385,149.542116,2.581603,1.0026,5492,2,satellite
41347,846486,150.121011,2.581355,0.48,991,54,satellite
41351,846667,150.343048,2.58268,0.9015,4217,2,satellite
41354,846901,150.572721,2.583066,0.7053,2303,4,satellite
41360,847192,149.86099,2.583896,1.1876,6872,4,satellite
41361,847224,149.885181,2.58111,0.6839,1886,377,satellite
41365,847639,150.175438,2.582777,1.1734,6955,3,satellite
41366,847723,150.711494,2.585079,0.981,5147,5,satellite
41371,847865,150.130548,2.58468,0.5191,1092,16,satellite
41378,848078,150.052749,2.584678,0.6673,1987,89,satellite
41379,848102,150.323589,2.585833,0.7635,2796,2,satellite
41380,848123,150.569309,2.583762,0.6945,2303,4,satellite
41383,848247,149.502729,2.585288,0.9766,4743,21,satellite
41387,848327,150.232554,2.584589,0.7335,2597,2,satellite
41390,848448,149.66113,2.585622,0.9616,5010,2,satellite
41392,848554,150.533823,2.585169,0.6715,1988,8,satellite
41395,848598,149.770798,2.58518,0.2225,87,5,satellite
41396,848655,149.968675,2.583241,0.3509,356,24,satellite
41397,848710,150.490547,2.588204,0.34,355,37,satellite
41407,849232,149.96297,2.586801,0.862,3825,7,satellite
41410,849397,149.976994,2.586831,0.7298,1886,377,satellite
41414,849506,150.544137,2.587292,0.922,4443,2,satellite
41415,849548,150.44026,2.587781,0.8091,3146,3,satellite
41418,849726,149.498196,2.586283,0.9101,4326,7,satellite
41421,849921,150.419525,2.586603,0.7837,2917,2,satellite
41422,849929,150.198786,2.588349,0.9477,4034,43,satellite
41423,850093,150.503132,2.586109,0.3293,355,37,satellite
41426,850158,150.18171,2.587885,0.9326,4034,43,satellite
41427,850220,149.990139,2.588903,0.8619,3826,2,satellite
41428,850254,149.995498,2.587715,0.693,2304,8,satellite
41429,850272,150.421799,2.585745,0.808,3147,3,satellite
41433,850645,149.669577,2.586115,0.3142,311,2,satellite
41434,850715,150.584992,2.587357,0.4574,903,5,satellite
41440,850902,150.32695,2.590585,0.944,4808,5,satellite
41441,850913,150.203616,2.589033,0.9645,4034,43,satellite
41444,850943,150.722202,2.588883,0.8901,3927,9,satellite
41445,850954,149.820395,2.586743,0.9756,4676,34,satellite
41447,851034,149.421351,2.591991,0.8522,3563,7,satellite
41449,851108,149.484923,2.589003,0.93,4326,7,satellite
41452,851137,149.937586,2.58927,0.2428,139,25,satellite
41453,851191,149.461564,2.590008,0.9866,4607,15,satellite
41456,851449,150.09018,2.589492,0.6608,1987,89,satellite
41457,851518,150.187989,2.589431,0.9376,4034,43,satellite
41458,851533,150.196643,2.59048,0.9077,4034,43,satellite
41459,851584,149.905285,2.591116,0.8624,3827,4,satellite
41465,851845,150.737149,2.590142,0.8912,3927,9,satellite
41467,851966,149.770498,2.590515,0.91,3992,6,satellite
41468,852014,149.815344,2.590271,0.9093,4327,4,satellite
41469,852035,149.41708,2.588447,0.3771,445,117,satellite
41470,852102,150.162042,2.590612,0.9281,4034,43,satellite
41471,852174,149.45488,2.590402,0.954,4607,15,satellite
41473,852421,150.481112,2.611153,0.1297,3,35,satellite
41477,852764,149.895886,2.593172,0.8601,3827,4,satellite
41478,852829,150.30496,2.593172,0.23,111,5,satellite
41479,852854,150.048287,2.591681,0.7382,1886,377,satellite
41484,853073,150.215934,2.590166,0.3848,630,2,satellite
41486,853126,150.645405,2.590587,0.23,109,3,satellite
41487,853155,150.069352,2.592593,0.7026,1987,89,satellite
41491,853683,149.416256,2.593478,0.3673,445,117,satellite
41495,853791,149.620232,2.592162,0.379,594,6,satellite
41497,853945,149.682136,2.593612,0.5536,1376,2,satellite
41498,853948,149.968734,2.593931,0.8675,3825,7,satellite
41500,854174,149.850093,2.592497,0.3535,498,6,satellite
41501,854278,149.90849,2.593865,0.861,3827,4,satellite
41504,854460,150.608356,2.593749,0.3724,570,4,satellite
41506,854521,149.458438,2.594093,0.9816,4607,15,satellite
41507,854537,150.059482,2.594032,0.7004,1987,89,satellite
41508,854593,150.062578,2.59231,0.7336,1886,377,satellite
41509,854896,150.340874,2.59608,0.8445,3482,6,satellite
41514,855175,150.513317,2.593611,0.819,3270,2,satellite
41518,855385,150.059162,2.59572,0.6636,1987,89,satellite
41519,855389,150.149329,2.595498,0.8738,3628,14,satellite
41522,855581,150.342556,2.595021,0.38,499,10,satellite
41523,855603,150.630558,2.596668,0.8142,3071,3,satellite
41524,855689,149.958122,2.597577,0.8725,3825,7,satellite
41528,855876,150.298079,2.593956,0.6696,1926,17,satellite
41529,855950,150.07042,2.596989,0.6703,1987,89,satellite
41530,855965,150.308519,2.596041,0.663,1926,17,satellite
41534,856033,150.046557,2.594861,0.6899,1987,89,satellite
41535,856145,150.311475,2.595414,0.4187,762,4,satellite
41536,856188,149.948444,2.597482,0.6019,1598,11,satellite
41537,856262,149.860194,2.598651,1.1578,6872,4,satellite
41538,856298,149.982922,2.596307,0.6575,1886,377,satellite
41541,856523,149.613871,2.596738,0.8317,3415,2,satellite
41543,856574,150.553212,2.595842,0.8339,3211,8,satellite
41544,856646,150.605228,2.596606,0.3703,570,4,satellite
41546,856723,150.547247,2.595295,0.8135,3211,8,satellite
41550,856901,149.578802,2.599406,0.9507,4807,3,satellite
41552,856982,150.130467,2.598692,0.6983,2355,14,satellite
41554,857046,150.182628,2.599043,0.9166,4034,43,satellite
41556,857138,149.527291,2.6011,0.8651,3883,5,satellite
41557,857162,149.450817,2.598831,0.9588,4607,15,satellite
41558,857239,149.985181,2.598026,0.6605,1886,377,satellite
41560,857468,150.09018,2.599415,0.8992,4222,4,satellite
41567,857832,150.198806,2.600402,0.9478,4034,43,satellite
41568,857963,149.805188,2.597477,0.3257,338,3,satellite
41569,858060,149.702645,2.600064,0.8474,3627,2,satellite
41570,858077,150.10544,2.60061,1.0008,5418,4,satellite
41571,858099,150.080807,2.599879,0.7054,1987,89,satellite
41572,858112,149.615251,2.601941,1.1833,6873,4,satellite
41576,858344,149.791404,2.598596,0.5078,1126,5,satellite
41578,858508,150.747585,2.598772,0.3526,432,18,satellite
41580,858622,149.668202,2.601593,0.4725,993,2,satellite
41583,858706,149.942993,2.600633,0.34,356,24,satellite
41584,858746,150.095924,2.602463,0.9602,4867,9,satellite
41590,858939,150.097499,2.602186,0.9849,4867,9,satellite
41595,859271,149.945235,2.600118,0.33,356,24,satellite
41596,859319,149.914745,2.601328,0.25,139,25,satellite
41598,859442,150.132973,2.60214,0.4804,991,54,satellite
41602,859530,150.109701,2.602627,0.9632,4867,9,satellite
41603,859570,150.143254,2.602693,0.3552,357,65,satellite
41608,859796,150.024875,2.603007,0.9005,4150,4,satellite
41609,859802,149.879507,2.601392,0.9758,5216,12,satellite
41610,860011,150.170454,2.603053,0.6625,2089,9,satellite
41612,860134,150.110637,2.600357,0.9987,5418,4,satellite
41614,860214,150.101362,2.604337,1.1968,7010,8,satellite
41616,860427,149.921036,2.603726,0.6522,1923,3,satellite
41617,860506,149.585963,2.601147,0.23,102,4,satellite
41618,860613,150.502482,2.602231,0.3832,631,4,satellite
41621,860817,149.412217,2.601919,0.3709,445,117,satellite
41622,860852,150.066675,2.604759,0.9466,4333,19,satellite
41623,860882,150.549774,2.601667,0.11,11,8,satellite
41628,861042,149.497338,2.60404,0.8348,3412,4,satellite
41630,861162,149.617414,2.606261,1.1944,6873,4,satellite
41631,861175,150.097616,2.606513,0.9733,4867,9,satellite
41632,861191,150.509435,2.604909,0.3472,355,37,satellite
41633,861287,149.443762,2.60499,0.6926,2356,2,satellite
41635,861362,149.415461,2.605654,0.9591,5011,5,satellite
41636,861409,150.34184,2.605562,0.3722,499,10,satellite
41637,861417,150.732077,2.60436,0.3704,571,2,satellite
41638,861466,150.340493,2.604487,0.6038,1551,12,satellite
41641,861838,149.867402,2.60716,0.6907,2305,4,satellite
41642,861910,150.121761,2.604069,0.7018,2355,14,satellite
41643,861998,150.053705,2.605685,0.6855,1987,89,satellite
41646,862026,150.508557,2.608409,0.23,101,34,satellite
41648,862091,149.933315,2.606394,0.8278,3337,3,satellite
41650,862266,150.74473,2.608097,0.8267,3272,5,satellite
41651,862413,149.839145,2.615171,0.25,156,3,satellite
41653,862502,149.914217,2.605612,0.2415,139,25,satellite
41656,862548,150.697309,2.608385,0.11,11,8,satellite
41657,862553,150.65709,2.608901,0.8134,3148,2,satellite
41658,862654,150.572005,2.606578,0.6591,2088,10,satellite
41661,862833,150.362847,2.6083,1.0066,5549,3,satellite
41663,862904,150.433863,2.623459,0.136,3,35,satellite
41666,863009,149.977262,2.60974,0.984,5217,5,satellite
41667,863027,150.123382,2.60826,0.7102,2355,14,satellite
41668,863067,149.927823,2.606653,0.88,3700,85,satellite
41674,863423,149.695348,2.605773,0.27,219,2,satellite
41679,863763,150.318545,2.609248,0.8311,3417,3,satellite
41684,864315,150.139043,2.611006,0.8507,3628,14,satellite
41685,864410,150.743049,2.6099,0.6224,1599,24,satellite
41690,864707,150.738629,2.609542,0.8326,3272,5,satellite
41695,864827,150.5816,2.609394,0.6713,2088,10,satellite
41700,865156,150.348634,2.611176,0.448,904,2,satellite
41702,865236,150.352288,2.609226,0.1868,50,2,satellite
41703,865248,150.500899,2.611874,0.3401,355,37,satellite
41704,865271,149.907924,2.608922,0.2658,139,25,satellite
41711,865691,150.634984,2.611078,0.3394,409,2,satellite
41717,866065,150.39206,2.612425,0.3782,499,10,satellite
41720,866229,150.688685,2.61339,0.9475,4610,6,satellite
41721,866392,150.134464,2.614453,0.897,4034,43,satellite
41722,866426,150.152341,2.614075,0.9038,4034,43,satellite
41724,866701,149.621961,2.612833,0.3772,594,6,satellite
41726,866730,150.302319,2.615172,0.82,3274,2,satellite
41728,866778,150.724101,2.614173,0.8231,3272,5,satellite
41729,866857,150.14207,2.613209,0.26,192,2,satellite
41730,866869,150.598906,2.614507,0.8421,3564,6,satellite
41732,866995,149.47613,2.613403,0.2814,230,2,satellite
41734,867089,150.685254,2.614584,0.9304,4610,6,satellite
41737,867397,149.507452,2.615638,0.7044,2456,2,satellite
41738,867433,150.605898,2.613388,0.1974,62,3,satellite
41743,867722,150.746801,2.616614,0.9843,5351,2,satellite
41745,868159,150.043454,2.616451,0.662,1987,89,satellite
41746,868297,150.063667,2.615632,0.6754,1987,89,satellite
41748,868397,150.441839,2.614936,0.25,157,2,satellite
41752,868465,149.864569,2.616818,0.9113,4330,5,satellite
41753,868469,150.546029,2.617481,0.6615,1988,8,satellite
41754,868521,150.564905,2.61747,1.1931,7158,4,satellite
41759,868961,149.509863,2.618376,0.9429,4743,21,satellite
41761,869044,150.500149,2.616345,0.17,35,2,satellite
41763,869281,150.066569,2.619132,0.9361,4333,19,satellite
41764,869458,150.382116,2.616392,0.93,4329,5,satellite
41765,869461,150.581444,2.615266,0.2572,168,2,satellite
41768,869524,149.920001,2.619163,1.1329,6612,4,satellite
41771,869666,149.919768,2.620003,0.8911,3700,85,satellite
41772,869974,150.690879,2.617726,0.251,155,2,satellite
41773,869989,149.506764,2.618862,0.9424,4743,21,satellite
41774,870045,149.893355,2.616678,0.2495,139,25,satellite
41776,870217,150.058356,2.620141,0.6674,1987,89,satellite
41780,870504,150.065584,2.619344,0.9304,4333,19,satellite
41781,870539,150.596049,2.620485,1.1973,7081,2,satellite
41783,870614,150.134754,2.61948,0.5024,1092,16,satellite
41788,870844,149.976335,2.622053,0.9814,5217,5,satellite
41789,870999,149.967699,2.6186,0.3468,356,24,satellite
41795,871236,149.682861,2.620619,0.41,728,2,satellite
41796,871243,149.440596,2.62054,0.5417,1339,3,satellite
41800,871456,150.065443,2.621956,0.9328,4333,19,satellite
41802,871518,149.612908,2.62181,0.8327,3486,2,satellite
41805,871645,149.571343,2.622375,0.966,4869,4,satellite
41809,871779,149.651393,2.62123,1.1535,6837,2,satellite
41812,871959,149.452623,2.621134,0.8008,2919,9,satellite
41813,871970,150.683875,2.62013,0.9152,4263,3,satellite
41815,871978,149.965037,2.623501,0.7434,2727,8,satellite
41816,871984,150.330779,2.624506,0.9543,4808,5,satellite
41817,871986,150.40142,2.623847,1.0983,6097,2,satellite
41818,872143,150.637963,2.623405,0.9307,4611,2,satellite
41821,872163,150.548261,2.619946,0.9181,4332,2,satellite
41826,872527,150.410449,2.623856,1.1977,7157,2,satellite
41827,872645,150.080036,2.62203,0.4809,991,54,satellite
41828,872682,150.562953,2.623595,0.3977,645,3,satellite
41832,872834,149.544483,2.62416,1.1177,6430,4,satellite
41833,872858,149.568948,2.623309,0.2605,193,2,satellite
41835,873098,150.505279,2.625252,1.1439,6664,7,satellite
41836,873185,150.012454,2.625562,1.1475,6660,6,satellite
41837,873199,149.885834,2.625498,0.952,4811,2,satellite
41839,873512,150.666891,2.625911,1.1912,7008,5,satellite
41843,873708,150.116349,2.625318,1.0202,5699,2,satellite
41847,873809,149.522582,2.626263,0.8429,3630,3,satellite
41854,875108,149.780339,2.632281,1.0144,5493,6,satellite
41858,875649,150.291173,2.624139,0.2763,160,11,satellite
41859,875742,150.300272,2.626084,0.8415,3487,2,satellite
41862,876014,150.480433,2.624922,0.23,101,34,satellite
41864,876075,150.045933,2.63231,0.1161,13,3,satellite
41865,876155,150.564918,2.625331,0.5543,1377,3,satellite
41868,876236,150.612264,2.627856,0.8481,3564,6,satellite
41871,876454,150.441926,2.625541,0.8072,2977,6,satellite
41873,876727,150.038432,2.62615,0.4832,1042,5,satellite
41876,876896,149.791019,2.627257,0.426,781,2,satellite
41880,877195,150.489584,2.62818,0.4312,782,3,satellite
41881,877218,150.135332,2.627748,0.522,1092,16,satellite
41883,877275,150.629798,2.629977,0.8364,3488,8,satellite
41884,877417,149.924831,2.629391,0.8676,3700,85,satellite
41885,877654,149.901873,2.627944,0.3296,356,24,satellite
41886,877804,149.948632,2.627547,0.6009,1598,11,satellite
41889,878021,150.602494,2.627909,0.3561,471,2,satellite
41890,878036,149.989101,2.631416,0.8743,3953,33,satellite
41891,878068,150.55291,2.632647,0.3908,645,3,satellite
41893,878079,150.113256,2.629387,0.514,1092,16,satellite
41894,878102,150.064736,2.628393,0.6609,1987,89,satellite
41895,878287,150.041873,2.629447,0.6901,1987,89,satellite
41896,878335,150.610033,2.631045,0.9155,4371,2,satellite
41897,878353,149.951352,2.630884,0.6584,2090,5,satellite
41898,878374,149.80035,2.63061,0.85,3693,3,satellite
41899,878425,149.94598,2.629915,0.8651,3700,85,satellite
41901,878611,149.924279,2.631673,1.1474,6612,4,satellite
41903,878688,149.636692,2.629438,0.3899,594,6,satellite
41906,878944,149.928148,2.632025,0.8974,3700,85,satellite
41907,878954,150.365955,2.630544,0.3702,499,10,satellite
41908,878956,149.459612,2.629934,0.86,3694,3,satellite
41912,879164,150.5182,2.630601,0.3488,355,37,satellite
41913,879177,149.690357,2.631905,0.985,5353,3,satellite
41914,879192,150.072865,2.632501,0.9353,4333,19,satellite
41915,879230,150.111653,2.630357,0.5681,1415,3,satellite
41918,879295,150.449558,2.63698,0.1107,3,35,satellite
41923,879698,150.296788,2.63321,1.1507,6788,3,satellite
41929,879911,150.493908,2.644287,0.2,63,2,satellite
41930,879990,149.568016,2.63284,0.2215,102,4,satellite
41934,880134,150.358839,2.63238,0.3644,499,10,satellite
41936,880269,149.8019,2.633976,0.7538,2729,2,satellite
41941,880405,149.917311,2.63393,0.8619,3700,85,satellite
41942,880506,150.157153,2.633847,0.6972,2359,3,satellite
41943,880512,150.72621,2.631965,0.616,1599,24,satellite
41948,880748,149.817505,2.633945,0.4536,905,3,satellite
41950,880787,149.550391,2.632955,0.7209,2455,30,satellite
41952,880854,149.655178,2.635321,0.9429,4744,7,satellite
41953,880891,150.080193,2.635248,0.9501,4333,19,satellite
41954,880925,149.937367,2.634136,0.608,1598,11,satellite
41955,880948,150.471617,2.632781,0.3404,355,37,satellite
41956,881048,150.557234,2.633069,0.6667,1988,8,satellite
41958,881244,150.130012,2.634677,0.9681,5152,6,satellite
41959,881266,150.635677,2.633734,0.6091,1725,2,satellite
41965,881466,149.440962,2.634142,0.7974,2919,9,satellite
41968,881618,149.964726,2.635811,0.9331,3953,33,satellite
41971,881641,150.049634,2.635844,0.4496,907,2,satellite
41975,881764,150.018691,2.636922,1.1507,6660,6,satellite
41976,881768,149.552302,2.63527,0.7234,2455,30,satellite
41979,881918,149.968358,2.637404,0.8724,3767,5,satellite
41981,882079,150.041248,2.634792,0.6899,1987,89,satellite
41984,882353,149.986105,2.636264,0.3501,356,24,satellite
41985,882446,150.16679,2.636768,0.2968,242,6,satellite
41986,882552,150.071337,2.635694,0.9308,4333,19,satellite
41990,883084,149.430851,2.636031,0.3749,445,117,satellite
41995,883273,150.045233,2.63871,0.66,1987,89,satellite
41996,883315,150.100541,2.636709,0.3301,357,65,satellite
41997,883354,150.524555,2.636366,0.5107,1168,2,satellite
41999,883464,149.551334,2.641294,0.7134,2455,30,satellite
42000,883653,149.976993,2.637125,0.45,908,2,satellite
42001,883766,149.449053,2.63917,0.8596,3694,3,satellite
42002,883890,150.543844,2.639787,0.6422,1868,2,satellite
42003,883906,150.35819,2.638564,0.6826,2170,4,satellite
42005,884024,150.640734,2.639399,0.8363,3488,8,satellite
42007,884135,150.644973,2.639952,0.1156,11,8,satellite
42008,884191,150.456228,2.639318,0.7924,2977,6,satellite
42009,884204,150.144139,2.641066,0.7278,2355,14,satellite
42014,884855,149.805867,2.641076,0.8615,3693,3,satellite
42016,884897,150.538687,2.641128,0.6192,1480,80,satellite
42018,884914,150.072368,2.639364,0.9336,4333,19,satellite
42019,884915,150.17783,2.638774,1.015,5681,2,satellite
42024,885169,150.441846,2.642296,0.9911,5220,6,satellite
42025,885211,150.018253,2.640511,0.3479,356,24,satellite
42026,885287,150.096887,2.64173,0.5173,1092,16,satellite
42027,885336,150.146906,2.641182,0.9551,4870,2,satellite
42028,885415,149.938613,2.642419,0.8985,3700,85,satellite
42029,885431,150.083902,2.640593,0.7644,2816,4,satellite
42030,885432,150.737443,2.643642,0.8372,2920,40,satellite
42033,885499,150.089006,2.642554,0.7081,1987,89,satellite
42034,885638,150.296361,2.643338,0.6586,1926,17,satellite
42037,885847,150.155389,2.643,0.29,242,6,satellite
42038,885892,149.434532,2.643886,0.7346,2599,2,satellite
42040,885952,150.041881,2.643817,0.7793,2888,13,satellite
42046,886258,150.563343,2.642385,0.7992,2978,22,satellite
42048,886327,149.802948,2.643675,0.6098,1647,4,satellite
42050,886464,150.539571,2.643119,0.661,1988,8,satellite
42051,886497,150.099453,2.643329,0.4817,991,54,satellite
42052,886498,149.513205,2.643508,0.6501,1869,3,satellite
42053,886547,150.068826,2.644677,0.7626,2816,4,satellite
42054,886621,150.341207,2.644913,0.6843,2170,4,satellite
42056,886703,149.425121,2.644933,0.9093,4223,5,satellite
42057,886764,150.501743,2.643434,0.36,342,48,satellite
42058,886858,150.457926,2.644293,0.9564,4746,4,satellite
42059,886863,149.897805,2.644785,0.9328,4677,2,satellite
42060,886887,150.295236,2.644982,0.6665,1926,17,satellite
42065,887152,150.00654,2.645944,1.0017,5422,4,satellite
42069,887351,150.04403,2.643885,0.7,1987,89,satellite
42074,887412,149.580921,2.644598,0.3621,500,6,satellite
42076,887655,149.854482,2.644699,0.94,4745,2,satellite
42077,887736,150.156702,2.645963,0.7005,2359,3,satellite
42078,887759,150.54749,2.646591,0.925,4373,3,satellite
42086,888238,149.936132,2.647453,0.6006,1598,11,satellite
42088,888293,149.911406,2.646835,0.9,3700,85,satellite
42092,888374,149.886414,2.64489,0.2495,139,25,satellite
42095,888577,149.523541,2.646887,0.5073,1144,2,satellite
42096,888585,149.42231,2.646039,0.4696,996,3,satellite
42098,888629,149.66178,2.647278,0.9429,4744,7,satellite
42100,888670,150.094127,2.646563,0.5119,1092,16,satellite
42113,889379,150.516307,2.648621,0.8115,3025,10,satellite
42114,889475,149.963543,2.6494,0.8675,3767,5,satellite
42119,889716,150.03519,2.649046,0.48,1042,5,satellite
42121,889733,149.414979,2.646644,0.9345,4614,3,satellite
42123,889828,150.45558,2.649268,0.23,101,34,satellite
42129,890112,150.390701,2.648034,0.7302,2529,9,satellite
42132,890563,149.870488,2.65093,0.9741,5089,5,satellite
42133,890582,150.507277,2.648974,0.3977,631,4,satellite
42134,890591,149.961887,2.650985,0.9446,3953,33,satellite
42135,890747,149.673702,2.650826,0.4873,1057,4,satellite
42136,890793,150.499316,2.651371,0.8003,3025,10,satellite
42137,890853,150.673864,2.64912,0.351,433,4,satellite
42138,890927,150.067081,2.649264,0.6611,1987,89,satellite
42140,890998,150.488583,2.651098,0.8064,3025,10,satellite
42141,891087,150.580065,2.651899,0.7957,2978,22,satellite
42142,891128,150.350468,2.651588,0.751,2768,2,satellite
42144,891332,149.768235,2.652669,1.1909,7207,2,satellite
42145,891343,149.620488,2.651286,0.3626,500,6,satellite
42147,891439,149.418157,2.653245,0.6994,2406,3,satellite
42148,891475,150.387735,2.652508,0.717,2529,9,satellite
42150,891631,149.519329,2.652124,0.6843,2171,11,satellite
42151,891728,150.549086,2.652071,0.6002,1480,80,satellite
42152,891742,150.563285,2.64983,0.7918,2978,22,satellite
42153,891766,150.008823,2.651144,0.23,128,2,satellite
42155,891831,150.69975,2.650016,0.26,161,3,satellite
42157,891934,150.453495,2.66473,0.22,101,34,satellite
42159,892115,149.621752,2.65208,0.3608,500,6,satellite
42160,892295,150.17346,2.655378,0.33,357,65,satellite
42161,892448,150.09895,2.65375,0.9604,5014,10,satellite
42163,892596,150.678924,2.652652,0.3501,433,4,satellite
42167,892659,150.036467,2.655328,0.7875,2888,13,satellite
42168,892724,150.049145,2.654684,0.8033,2888,13,satellite
42170,892844,149.987162,2.653933,0.8866,3953,33,satellite
42171,892874,149.869807,2.655129,0.8944,3700,85,satellite
42172,892917,149.548125,2.65496,0.7188,2455,30,satellite
42173,892927,150.158196,2.655074,0.7989,2979,3,satellite
42174,893011,149.443768,2.653319,0.8063,2919,9,satellite
42175,893034,149.98622,2.655355,0.9061,3953,33,satellite
42176,893079,150.411718,2.660062,0.1399,3,35,satellite
42178,893131,149.852274,2.6545,0.6925,2360,3,satellite
42180,893322,150.082081,2.657191,0.6925,1987,89,satellite
42181,893323,149.494579,2.653124,0.4099,696,7,satellite
42184,893478,150.160665,2.655315,0.793,2979,3,satellite
42187,893610,150.540831,2.654563,0.7953,3025,10,satellite
42188,893634,149.964583,2.654163,0.89,3953,33,satellite
42191,893804,150.421193,2.654315,0.23,101,34,satellite
42192,893849,150.738966,2.655576,0.8318,2920,40,satellite
42194,893897,150.349037,2.659496,0.23,127,5,satellite
42196,894005,149.916745,2.656007,1.115,6279,15,satellite
42197,894040,150.728455,2.656071,0.8467,2920,40,satellite
42198,894044,150.30243,2.654069,0.2702,160,11,satellite
42201,894179,149.449904,2.656651,0.953,4948,5,satellite
42202,894187,150.671565,2.655489,0.6068,1694,3,satellite
42204,894322,150.34749,2.657566,0.9314,4267,11,satellite
42205,894341,149.519712,2.656165,0.7327,2455,30,satellite
42206,894402,149.896779,2.654727,0.8807,3700,85,satellite
42207,894446,149.673129,2.657179,0.9555,4744,7,satellite
42208,894488,149.967957,2.657385,0.6976,2263,9,satellite
42214,894824,150.394579,2.65852,0.7272,2529,9,satellite
42216,894850,150.408301,2.655363,0.23,101,34,satellite
42217,895032,150.140298,2.659028,0.3488,357,65,satellite
42226,895591,149.980437,2.659239,0.9091,3953,33,satellite
42227,895673,150.521687,2.655987,0.2188,101,34,satellite
42228,895744,149.974148,2.658786,0.8951,3953,33,satellite
42230,895988,150.718834,2.659964,1.0178,5610,3,satellite
42233,896477,149.429514,2.65953,0.4867,1044,2,satellite
42234,896592,150.366414,2.661152,1.1516,6324,10,satellite
42235,896603,149.805202,2.658681,0.9912,5423,3,satellite
42241,896896,150.53224,2.659978,0.3697,342,48,satellite
42242,897005,150.036999,2.659465,0.44,869,2,satellite
42249,897214,150.346547,2.658601,0.23,127,5,satellite
42250,897289,149.615693,2.660489,0.3606,500,6,satellite
42252,897489,150.081098,2.660393,0.2699,195,5,satellite
42255,897671,149.992564,2.661773,0.8862,3953,33,satellite
42256,897740,150.72493,2.662053,0.8921,4099,3,satellite
42258,897928,150.527325,2.662178,0.918,4224,8,satellite
42259,897942,150.351951,2.662228,0.9301,4267,11,satellite
42260,897986,150.529752,2.662779,0.7993,3025,10,satellite
42261,897991,149.688727,2.66148,0.694,2307,4,satellite
42262,898126,149.95345,2.66032,0.8898,3953,33,satellite
42263,898173,150.008516,2.66044,0.2499,159,3,satellite
42265,898255,150.743871,2.660745,0.3631,522,2,satellite
42267,898397,149.70125,2.660353,0.4994,1057,4,satellite
42272,898954,150.371125,2.664402,0.6162,1748,4,satellite
42275,899126,149.454902,2.662806,0.9371,4616,2,satellite
42276,899129,149.915782,2.662316,0.8875,3953,33,satellite
42278,899194,149.979417,2.663231,0.7376,2689,4,satellite
42279,899203,150.689499,2.6642,1.0017,5221,8,satellite
42280,899292,150.501884,2.663912,0.3462,342,48,satellite
42281,899421,150.723887,2.663673,0.4873,1043,2,satellite
42285,899573,149.503392,2.664975,0.7242,2562,2,satellite
42287,899729,149.412348,2.664675,0.9897,5091,19,satellite
42288,899821,149.704584,2.665366,0.832,3340,2,satellite
42292,900081,149.95962,2.666018,0.8848,3953,33,satellite
42295,900398,149.93271,2.6672,0.8956,3953,33,satellite
